text,label
"mun sepatah ku becakap, kau utuk. baik tah ku diam. pastu kau marah pulang aku diam? ngak paham",marah
aku benci kau..,marah
contoh orang tolol bin dongok,marah
selama perintah suami tidak melanggar syariat. hormat tapi nggak tolol. makanya islam buat org yg mau berfikir..,marah
"ahahaaa khas buzzerp jokowi nuduh org mau, dituduh marah",marah
"lah bego, itu all of us are dead kali gwinam",marah
aing macan marah?,marah
bangsat banget,marah
"padahal gw stay di lokasi jg dianggurin lol buat apa lu nge-hire org luar klo kyk gini ceritanya tolol jd ga pengen gw duitnya mereka gajelas bgt, bikin stress doang, padahal mah ya tinggal beresin doang si, proyek dah kelar juga, dibikin pusing amat",marah
tolong leon jangan sampe kebawa emosi ya,marah
benci banget gue sama ini orang.,marah
makanya pada ngaji yg bener biar gak bego..,marah
ledik jancuukk tai anjingg setann tolol babi monyett,marah
supaya generasi yg sekarang jadi bodoh..kan mudah di begoin,marah
atheis punya rasa benci? kirain umat beragama aja. lalu apa bedanya :)),marah
trus hubungane opo bangsat!,marah
"bangsat, ngagetin aja",marah
emosi mulu kek ahok,marah
"pebenda lah org penuh dgn emosi last episode, time tu jugak dia nak sumbat ppl",marah
gue benci hari sabtu,marah
"gatau,gue benci banget",marah
suka nih yg bikin emosi gini jadi tag aku dong kack,marah
aneh banget bego lu,marah
"jujur shock di bagian bangsatnya sih, biasanya kayaknya drake doang ga ampe bangsat",marah
we ustzh marah sbb takde orang masuk kelas pai lepastu rupanya dia yang salah masuk link,marah
buat dan kalo mau nyerang pemerintah itu janjian dulu gitu..keliatan pada bego nya kalo begini !!??,marah
gw bukan paling mulia tp gw manusia normal yg jijik liat kaum homo. lagipula di agama di larang tolol. masih aja lu ngeyel. kl lu masih blm benar jgn bgt kata2 lu. kaya lu uda benar aja homo.,marah
ya allah marah betul tengok video ni,marah
semangatt walaupun dalam hati berkata bangsat,marah
"sebb tu kalau org2 macam ni nak jalan aku buat x tahu je, selamba je jalan. kau x de hak nak halang2 jalan org. kecuali ambulans. bodoh",marah
"aneh ga sih? padahal dia lebih sering keluar berdua diem-diem ga ngajak aku tapi aku gada marah samsek krnapa giliran aku minta tolong buat ditemenin beli sesuatu dianya marah anjim aowkaowkaow padahal kan skornya juga 2:0,5 klo dipikir-pikir",marah
"hiyahiyahiya. terpesona, ku pada pandangan pertama. dan tak kuasa menahan emosi.",marah
"dipakai untuk acara pernikahan tuh, bodoh.. kunjungi ke tkp jangan cuma maen jempol aja luu.. keree gk punya ongkos, gw bayarin dah, gw mah gitu orangnya",marah
padahal yang suka marah marah itu lo,marah
bukan pens emyu namanye kalo gak ikut2an tolol,marah
aa maaf pagi pagi malah marah marah,marah
asli asli tolol bat gw yaampun,marah
lu yg tolol anjir,marah
marah mulu perasaan,marah
bodoh betul g la check org yg xcden tu dulu,marah
ntah tolol beneran atau 'pura-pura tolol' yang masih butuh informasi tentang saya ketika semua akun sosial saya terbuka untuk umum.,marah
"makanya anjir gue emosi, kesel banget nontonnyaa",marah
"bener, tpi juga bikin kesal lama2 liat mukanya",marah
main pakai first e pon kalah gak dengan kelab bodoh. apa bala la m.u ni,marah
bodoh banget gak sih,marah
pagi2 kok udah emosi,marah
ya gimana ya bangsat ya gitu gasii,marah
"ga jadi deh, aku mau kak mark aja biar kamu emosi.",marah
jangan biarkan satu hal yang bodoh ngehancurin kebahagiaan lo seharian.,marah
lah ngapa jadi bawa sby? bro pada hakikatnya sah2 saja apabila ada orang yg muji maupun benci asal alasannya konkret dan tdk munafik ngomong apa ngasi gambar apa.. jaka sembung bawa kembang ga nyambung sayang,marah
"gue punya facebook ,coba buka bem ternyata sama aja banyak virus adm, wabahnya nyebar, ini manusia bodoh perlu banyak didikan, ampe urat malu putus kurang didikan",marah
orang bodoh jadi ustad pengikutnya jadi bodoh semua,marah
khai lu bego bgt tolol brengski oon gblok aaaak ksel bgt gw kesell,marah
kebawa emosi,marah
"dari awal gasuka karakternya nu, knp dia bisa seserakah itu?? dan bodoh bgt segitu butanya. this is why i called him a jerk",marah
mu tolol,marah
"rasa macam terlalu bodoh untuk law ni, nk ambil course lain lagi la bodo keje grab je la",marah
emosi bgt klo ada yg bilang cakep harus putih. makan taii!,marah
"anjir bsbsnya mimpi iparku ternyata jelmaan siluman babi, y tp kalo dipikir2 ada korelasinya si sm sikap, sifat dan tingkah lakunya yg ga layak disebut manusia wkwk cok baru kali ini aku bisa benci banget sama manusia",marah
dah bodoh dah relax nanti sendiri sakit,marah
"lo yg menganggap poligami adalah solusi dari perzinaan. oiya dan ngga semua laki2 mau poligami juga. poligami ngga gampang. banyak orang yg benci poligami karna manusia2 kayak lo. inget ya, tanggung jawab poligami itu berat.",marah
pickaw punya dendam kek nya,marah
"bokap: ngelarang anak & istri nunjukin rasa jengkel also bokap: kalo jengkel nada ngomongnya ketus, banting pintu, narok barang kasar",marah
"si bodoh, minta monthly salary gak ngitung dulu kalo diannual ternyata sama aja sana sama sini pas di approved bingung kelabakan",marah
mungkin dia pengikut pimpinan pesantren yg cabul itu makanya bisa bikin opini se tolol gitu,marah
bodoh ajgg,marah
bapak pengkhianat negara bergaduh dengan bapak songlap negara dah tikam belakang ph nak jadi good cop  pulak lawak bodoh!,marah
"diselingkuhin mereka belum sampe pacaran sih, tapi main belakang aja. diem diem gitu tapi ga mulus, bego banget mereka pdktnya jadi ketauannya cepet",marah
"anjr kesal bgt sm yg suka curi"", semangat ashh smoga lancar jd bisa di td punya si pencuri mana judulny dari yg keren jdi cuman bridge, tree, fragment",marah
sabar sabar gak boleh marah,marah
"mestinya yg benci pemerintah di obatin sampe sembuh,tdk hanya covidnya yg sembuh tapi sakit hatinya juga sembuh..",marah
"1. jangan main klarinet. 2. jangan pernah melambaikan lampu senter ke depan dan ke belakang terlalu cepat. itu dianggap undangan. 3. jangan pernah berhenti menatap sekitar. 4. jangan makan keju, kecuali yang kotak. 5. jangan pakai topi sombrero. 6. jangan pakai baju bodoh.",marah
bangsat dah ini,marah
"yang no 3 ""izinkan suami berpoligami,untuk mencegah perzinahan"" aduhh goblok banget ya jadi orang, jadi selama ini pernikahan itu zina gitu? dan poligami itu bagus & dianjurkan diagama gitu? helloww diagama gaada tuh 1 kontol harus 2 lubang. bajingan bangsat lo",marah
dah emosi og dari tadi wkkw,marah
say! gimana cara mainin perasaan cowo dan nantinya si cowo kek nyesel udah ninggalin cewenya gitu? kata temenku si gitu biar berpikir si cowonya ninggalin si x adalah pilihan bodoh ,marah
"klo naksir ada si nder cuma setiap mau dideketin aku selalu ngasi lampu merah, jd pada mundur sendiri sendiri. aku disuruh sekolah dlu sm ortu, aku benci penolakan maka dari itu aku kasi lampu merah aja drpd pas nembak aku tolak, aku takut mereka sakit hati",marah
"taik gua benci twitter, suka ke refresh sendiri bangsaat, padahal tadi ada tweet lucu jadi gak kebaca",marah
konyol bego,marah
boleh benci tapi jangan bodoh,marah
"salah sendiri baperan, tolol!",marah
dah hari ke 6 pun still kena marah pasal panadol,marah
bangsat bener juga,marah
pengen keliatan pinter tapi tolol,marah
tolol bgt nilo jilat tai sebdiri guwvtakut siiii bayangin omar marahh eumm,marah
luv emyuu tolol sumpah,marah
nah ini satu lagi cebong tolol nongol..,marah
klo mau di suruh mati berarti kamu tolol,marah
oh pantes orang mengakui bodoh og. panjang umur dualisme ckck,marah
"mereka ini ga pernah liat orang negro apa ya, rasis banget bangsat",marah
gua benci dimana setiap gua mulai suka sama orang kenapa orang itu seakan-akan menghindar,marah
biarin marah banget aing kali ini,marah
pagi tiba tiba baca banyak berita di tl cebong ngamuk ngamuk dan cari banyak alasan tentang dewa nya tidak di hargai luhut saat pidato.cebong menghibur diri pura pura bahagia.cebong cebong bodoh idiot kalian itu permanent.mentang mentang gratis loe ambil semua bodoh nya.idiot,marah
"lagunya sakusa habis diputusin atsumu habis itu misuhin lagu ""yakali ajg gue bisa benci lo. yakali ajg gue cari yang baru. gue maunya lo gak yang baru gak dengan benci lo""",marah
"soalnya dari kecil udah dicekokin kalo yang cakep itu yang kulitnya putih, alias tolol",marah
kesel bgt anjir pagi2 udah ribet lu bangsat,marah
bodoh,marah
"jengkel bgt sama call centernya buru2 bgt closing nya, padahal masalah belom kelar. parahh!! oia kan sicepat namanya",marah
kegaduhan yg ditimbulkan dan efek demo bersilit silitnya sampe skrg ga ilang2. meski pd akhirnya mrk marah krn kecewa jebul sing didukung malah pada dadi mentri kabeh,marah
janji dapat dedak bodoh pun bodoh la..,marah
ini yg kelimaa anjing sial mulu dalam seminggu bangsat ntar besok apa lagi nih taiik,marah
sdh banyak masyarakat yg tau gerak-gerik pembohong penjual dalil si bangsat provokator hh pemecah belah anak bangsa.. mmg polisi hrsnya sgr menjebloskan bui bajingan jnj,marah
minta nak makan macam2 minta la suami ko. minta org lain suruh beli pulak. bodoh,marah
bodoh lah takda flight terdekat,marah
masi pagii tahan jangan emosi:),marah
bisa-bisanya mark gak calling gue /marah,marah
emyu yg kalah kok aku yg emosi yaa?,marah
aku yakin mereka bakal jengukin sih tapi kita ga tau ya mereka mau share apa enggak. yang penting jm ga sendirian lagi ahh copit bangsat. minta maaf lu bikin mimi sakit dan sndirian,marah
hukum bangsat hanya buat bangsat !,marah
lagii rame kalo suami boleh pukul istri yaa. kalo pukul bercanda ga bikin lebam aku sih biasa ajaa tp aku tipe org yg gasuka disakitin jd kalo aku dipukul kupukul balik soalnya sayah semasa hidup gapernah pukul aku marah aja ga pernah krn ak anak satu2nya,marah
"bodoh banget dah checkout maybelline lupa pilih hadiah,",marah
"di satu sisi, kalopun emang proses kemaren gue gagal, gue gapapa banget minum obat lagi. yang penting kelar. please banget. gue udah benci banget di situasi di mana gue cuman keep rasa sakit sendiri dan gue susah kemana mana. benci banget.",marah
"dari 15 match competitive, yg menang cuma 4, tolol mending uninstall lagi aja udah, emang gk berbakat",marah
gue masih jengkel yaa sama temen temen sekelompok gue,marah
"slogan tu dah boleh buang, ganti dengan ""semua polis adalah bangsat""",marah
wkwkakak faker tolol ye,marah
"setelah kucing gua udh di steril selama 13 hari itu udah dikurung dirumah, dan hari ini kabur dong main lagi ke rumah si tetangga sinting ini langsung gua kejar eh berharap gak ketemu dia tau2 malah sapaan ketemu amnjing bener dah bangsat",marah
baru juga reda emosi nya udah emosi lagi,marah
sorry bang gue paling benci kalo ada yang bilang dia lebih cape dari gue,marah
"masih pagi, udah marah marah aja",marah
"frik ambis gajelas, males gua, merasa bodoh gabisa nyimbangin asu, kesannya jelek mulu gua padahal rata rata udah oke",marah
"jangan buat gua spill lu di rl ya njir, gua udh sabar udh hps twt udh ganti username tapi lu kayaknya emg nyari ribut sm gua ya cwek bangsat",marah
tau apa yg buat gue marah? lg baca au tbtb ke out sendiri,marah
bego bgt knpa maksa ya,marah
mmf yh say! menanyakan hal bodoh xixi,marah
"parahh bangsat banget ya, planga plongo dongo beleng2 bangsat2 yg cr makan dr menghiaap darah orang dn nyawa orang",marah
"genius kang taehyun happy birthday anak lanang sehat terus jan sakit klo sakit aku marah kangen tyunn sulap, jg pengin tyunn ada konten masak trus upload di yt gitu _ __",marah
"kenapa sih gw malah download valorant lagi, tolol",marah
ni sume sbb rakyat bodoh!! pi pilih lagi org yg menyusahkan rakyat tu watpe?? asal melayu isle tu betul la?? hanggok hang!,marah
"jujur gue malu jadi orang indo, kok bisa tinggal senegara sama orang2 bodoh kyk gini semua",marah
awan lu dendam ama gua ngomng wan,marah
lagi kesal gegara kelompok,marah
bilangnya realistis butuh duit sbnrnya lebih ke oke gw cari yg banyak duit gt ga si org materialistis tuh. iinget segalanya butuh uang tapi uang bukan segalanya. agak emosi emg sis kalo sok sok realistis tp trnyata materialistis,marah
gue benci sama lo!,marah
kenapa pagi-pagi gini udah ada yang bikin emosi,marah
wkwkwk tolol,marah
karena saya egois dan bego,marah
"setan kribo ini model 2nya kyk si murtad saefudin ibrahim yg skrg pendeta yg selalu mendeskriditkan islam..si setan kribo klo mo murtad, murtad aja sekalian..jd umat islam cm bikin masalah n nebar fitnah..klo pemahaman agama islamnya dia bener gak kyk gini narasi si bangsat ini",marah
masih pagi gue dah emosi.,marah
"ternyata gue di block sama cowo kr di ig gegara dia pas minta foto yg aneh"" ke gue trs gue tolak, lagian minta foto yg aneh"" mulu dikata gue bego apa",marah
anak cucu para bangsat bangsa?,marah
hal yang paling gue benci dari sebuah proses adalah.. nungguin. dan lebih menyakitkan adalah nungguin hasil di kala badan masih belom membaik. capek banget tiap hari harus bergantung sm ibuprofen dan obat-obat lainnya biar sakitnya berkurang.,marah
menghindari perzinahan kok poligami sih tolol banget goblokkkkk. makanya titit nya gausah gatel liat perempuan tetangga.,marah
marah,marah
emosi gue emosi asu,marah
"malah ke kirim yg ini jancuks bau"" bakal marah:)",marah
"terlalu cuek dan capek berantem terus, tiap gue complain karna dia terlalu sibuk dan cuek malah dia yg marah, like what??",marah
marah muluu,marah
selamat pagi mari memulai hari dengan emosi yuk mampir~,marah
masih pagi udah emosi,marah
"apasih bawa2 tahun, tolol",marah
anjing gue baru nonton all of us dead bawaannya emosi bgst,marah
"haduh jangan pjj dong, udah mulai ngerti pelajaran tiba tiba pjj jadi bego lagi ntar",marah
"bener bgt sih. banyak bgt yg benci ama gw. salah satunya pas gw kerja di penulis. ada nih 1 tmn gw yg didepan baik, dibelakang malah bilang ke kakak ipar gw kl dia gk suka gw, malah cenderung ke benci. pas gw diputus kontrak, dia tuh seneng bgt njir.",marah
"gua steril kucing aja abis 1 juta 3 ratus 80 ribu men bangsat mahal kan tapi karna kucing gua udah tua jadi reaksinya lama bgt masih suka spray urine sembarangan, suka teriak2 minta keluar nah itu yg bikin gua pusing",marah
"kalau tak p blaja tak p keje jauh, tak bergaul. rasanya aku pun benci ngan perangai aku thanks everyone sebb jadi contoh terbaik :)",marah
"daftar orang tolol dan idiot yang menolak kemajuan peradaban indonesia.. nanti akan dicatat sejarah penolak kemajuan indonesia, fotonya di pajang di tempat sampah",marah
"gue suka bingung, orang tuh kenapa sih caper banget mau atensi orang dengan ngehate sc? barangkali lo baca tweet'an gue nih, tolong ya lo baca, kalo lo gak suka sama mika sok ngomong to the point gak usah kek kontol sukanya ngehate pake sc kayak orang tolol, pecundang. :)",marah
tolol banget ini mah mana 17 lagi yang udah liat,marah
"kalo di sinetron itu yg jahat jahat banget yg baik bego banget --""",marah
"twt w mulai nga jelas ni keknya, mulai sedih, marah, kesel, nyinyir, lambe turah. bukan kind human lagi:(.. ok let's go ke pak ayi, aku ngobatin mental ku dulu gais",marah
fagg benci bgt gue liatnye.,marah
"gua benci sama orang yg hidupnya kaya mp3, banyak lagunya",marah
bisaa dong yah! jgn bikin emosi dulu pagi-pagi !!,marah
"saya sungguh benci akan seto , dia ialah seksual anjing pokok pelukan sahaja",marah
kalo marah balik kek anjg lah,marah
"serius gue kangen banget wkwkw sampe nangis kadang kepikiran. tapi sekarang gue lg benci banget sama tuh agensi. sadar ga si kalo lu diem aja nih idol lu yang kena imbasnya. percuma diem  buat redain masalah, pastinya di sepanjang karir jake nih masalah bakal di ungkit",marah
"kita tengah bersiap dia call, memang kena marah la duit pun takde, hutang apa pun tak tahu la",marah
siap tolol,marah
yg membuat rakyat tdk mempercayai penguasa: 1. sering bohong pemimpinnya 2. melarang rakyat melakukan sesuatu tp dia sendiri yg melakukannya 3. terlalu vulgar mempertontonkan kebodohan dan mengaggp rakyatnya semua bodoh,marah
benci bat sama kumpulan ibu ibu,marah
"pinjem duit di leasing, giliran ditagih marah ke penagih bayar listrik nunggak, giliran petugas pln cabut fasilitas listrik, eh petugas pln malah dikeroyok. pesan barang cod, enggak sesuai ekspektasi, malah kurir yang disuruh bayar. wow, luar biasa!",marah
