text,label
soalnya dari kecil udah dicekokin kalo yang cakep itu yang kulitnya putih,marah
jengkel bgt sama call centernya buru2 bgt closing nya,marah
bodoh banget dah checkout maybelline lupa pilih hadiah,marah
gamau eskrim mau balas dendam sama om jev anjg maap kak esmosi jiwa - gpp,unknown
di satu sisi,unknown
dari 15 match competitive,unknown
slogan tu dah boleh buang,marah
setelah kucing gua udh di steril selama 13 hari itu udah dikurung dirumah,marah
masih pagi,marah
frik ambis gajelas,unknown
jangan buat gua spill lu di rl ya njir,marah
parahh bangsat banget ya,marah
genius kang taehyun happy birthday anak lanang sehat terus jan sakit klo sakit aku marah kangen tyunn sulap,marah
kenapa sih gw malah download valorant lagi,marah
jujur gue malu jadi orang indo,marah
setan kribo ini model 2nya kyk si murtad saefudin ibrahim yg skrg pendeta yg selalu mendeskriditkan islam..si setan kribo klo mo murtad,marah
"ternyata gue di block sama cowo kr di ig gegara dia pas minta foto yg aneh"" ke gue trs gue tolak",marah
terlalu cuek dan capek berantem terus,marah
apasih bawa2 tahun,marah
haduh jangan pjj dong,marah
bener bgt sih. banyak bgt yg benci ama gw. salah satunya pas gw kerja di penulis. ada nih 1 tmn gw yg didepan baik,unknown
gua steril kucing aja abis 1 juta 3 ratus 80 ribu men bangsat mahal kan tapi karna kucing gua udah tua jadi reaksinya lama bgt masih suka spray urine sembarangan,marah
kalau tak p blaja tak p keje jauh,marah
daftar orang tolol dan idiot yang menolak kemajuan peradaban indonesia.. nanti akan dicatat sejarah penolak kemajuan indonesia,marah
gue suka bingung,unknown
twt w mulai nga jelas ni keknya,sedih
gua benci sama orang yg hidupnya kaya mp3,marah
saya sungguh benci akan seto,marah
serius gue kangen banget wkwkw sampe nangis kadang kepikiran. tapi sekarang gue lg benci banget sama tuh agensi. sadar ga si kalo lu diem aja nih idol lu yang kena imbasnya. percuma diem  buat redain masalah,marah
kita tengah bersiap dia call,marah
pinjem duit di leasing,marah
opini lo yg nomor 3 bodoh,unknown
halah hidup kok cuma modal kontol tapi pengen cewek banyak,unknown
habis itu sakit hati,marah
eh tiba tiba si a ini masuk jadi kelompok aku,unknown
semua yg dari arab pasti halal cuy bagi sebagian orang-orang bodoh yg ada di indonesia kdrt aja dibenarkan kencing onta aja diminum teroris dijadikan anggota fatwa mui teroris dijadikan ulama,marah
maaf nih mus,unknown
tapi walaupun ada scene uwu di rs,unknown
udah gw duga,unknown
nah kan banyak homophobic nyampah di lapak itu foto mana kebanyakan dari indo lagi. mancing sih pake aplod segala,marah
eeee bak je baca ni ak gamau emosi sndirian,marah
lucu menurut saya itu adalah wilayahnya presiden,unknown
terus lawan siapa? tambah suwe tambah koyok wkwk lanjutkan lawakannya nawak nawak,marah
giliran sgala hal yg berbau islam dikebiri,marah
kurang tolol apalagi cb ni agama? tuhannya gak ngasih hukum cerai malah yg nikah lg dianggap zinah. dan gobloknya masih ada aja yg mau jdi kristen,unknown
sumpah,marah
poin ke 3 kayak org bodoh ga sih? ngapain udah nikah berzinah sama wanita lain,unknown
"katanya orang bisa jadi bodoh karena cinta, tapi aku ngga peduli semua itu. aku cuma mikir, betapa bodoh	Anger
gue senin kmrn ampir di serempet motor karena bule tolol naik nmax lawan arah. gue posisi liat kanan karena laju kendaraan dr sana kan, eh si bangsat ngebut dr kiri. bener2 1 inch from terrible2 accident..	Anger
aku marah karna dia berantakan bgt dah gamau beresin tpi aku yg disebut gila harus diruqyah anjing pengen punya rumah sendiri biar bisa pergi jauh dari keluarga ini minimal aing lah yg mati duluan	Anger
sama diri sendiri aja gk jujur, kalo sakit yah bilang bodoh, obatin, bukan di sangkal !!	Anger
etmin harus banyak banyak sabarr:') walau sebenernya ak liatnya juga ikutan emosi	Anger
sampe gua pernah bilang ke dia kalo ketemu kucing saya dirumah situ tabokin aja pake sapu",unknown
masih pagi loh,marah
sjshhd yaampun iya pantesan,marah
lain kali otak tuh biarin aja stay di kepala jangan dipindah pindah ke kontol juancok,unknown
baju ilang lagi laundryan,marah
¼kata kasar // harsh word ¼ bismillah asu babi bajingan celek jancuk kontol monyet tai anjing ngentot goblog tolol asuu astaghfirullahalazim,marah
padahal de gea baru dapet penghargaan,marah
dia siap kata kalau alter perkataan kena sign tepi tu. hello,marah
luffy : selain bodoh,marah
jangan bodoh,marah
5/6 aakkkk benci kalo pulau2 kecil,marah
baunya busuk banget sumpah,marah
inilah contoh orang2 yg belum siap bersosial media ya gini nih udah close minded,unknown
kyak gini nih manusia paling tolol! dikit dikit bawa agama,marah
satu keluarga suka kucing tapi ada 1 orang yaitu nenekku yang benci banget sama kucing kalo ketauan main kucing pasti diomelin,unknown
saraf pada otak mutanjir kena,marah
nah ini. kalau yg kita benci kejahatan2nya,unknown
oematmu tolol sih,unknown
benci banget sistem kredit. ok lah mereka mau cari untung lebih,marah
no 3 kaga bener banget menurut gua mah. woii mencegah perzinahan ya lu tahan napsu bego jangan minta poligami. sekate kate banget minta poligami cuma buat muasin nafsu sendiri,marah
santai buat cowok,unknown
halah taik. pagi2 dibuat emosi gw,marah
iya itu kan dulu,unknown
aku benci banget sama kamu,marah
dit,unknown
ahaha benar,marah
emang bangsat para netizen,marah
bangsat,marah
mungkin ngerasa gaenak pak karna gopal udah tinggi jabatannya di aafikabbogor,unknown
tolol banget gue,marah
ada bws yg ngert tweet ku,marah
faisal basri udah kesal sangat. abisnya si bakhun bela jokowi pake gigi lima,unknown
makin benci dan sebel terhadap agama2 terutama sekali agama yg entu,unknown
topa tolol,marah
mau apapun yang aing post di medsos ya berarti aing merasa hidup aing udah cukup,unknown
ioe la wax nga doug si yeufou xalei,marah
eitss jangan marah marah mom,marah
pagi pagi udah emosi baca au kesel,marah
please jangan buat gue emosi ya pagi pagi,marah
aneh si,marah
apasi ngentot gajelas. mau kecil,marah
gue kagk,unknown
cuy ajg wkkwkw tolol semua di rnjna uda paling bener emg aku cuma baca lfs aja,marah
gini amat punya motor kudu nyuci sendiri,marah
kasian nih org,unknown
eh,marah
satu sisi teriak-teriak darurat pandemi,marah
bohong ya,marah
makin benci sama jumat. 24 jam termual untuk sebuah perjalanan darat,unknown
nyenye nye,marah
aku jengkel liat si akun yunnie azza a.k.a princes manula inj mb. cari nafkah aja masih berjuang di negara orang lain,unknown
di anyara anggota dki,marah
benci bgt liat seorang profesional begini,marah
hdeuu gw marah yhh tempe digituin,marah
disgusting. sejak kapan poligami diijinkan oleh agama buat mencegah zina? rasul juga poligami bukan sama wanita muda,unknown
undang2 bodoh pala hangguk ko dah hentam blkg,unknown
ah alibi siamah,unknown
eps 7 saya kesal dengan gwinam ni ngapa kaga die sih? emang zombie immortal yak? udah jatoh dari lantai 4 bos,unknown
kalo bodoh jan ngajak2 org lain dah,marah
bodoh ya bodoh aja,marah
pas mlaku ijo dikon ngucapke habede tau,marah
sakit hati,marah
sumpah gue benci banget orang kaya gini.. kalau g suka lebih baik diam drpd melakukan sesuatu yg bikin sakit hati,marah
males,marah
anjing u kontol bangsat memek,unknown
oii mangkuk,marah
banget hehe,marah
ntr klo di sadap balik marah,marah
apakah kamu juga harus berbuat hal yg sama pada orang lain meskipun org itu tak bersalah padamu? hanya untuk mendapat perhatian dan balas dendam? c'mon,marah
punya acara pagi bukannya disiapin dari malem atau bangun lebih awal malah milih marah marah di pagi hari,marah
apa apaan ini,marah
kalo dia marah sampe ngancurin barang kaya hp dia atau apa,marah
lah,marah
gosa bebawa mu nad,marah
aku ngadu ke dia dong,marah
dia diam diam benci gua,marah
sudah makan belum bang,marah
itulah pukimak ny cebong .. udah dy yg d bodohin,marah
kayaknya netizen di tiktok,marah
yang lebih sedihnya di tempat kejadian gaada yg nolong abang gw njing,unknown
gue orang kota,unknown
gue ngetwit lumayan emosi,marah
"gua mau nyemangatin org""",unknown
ahay bocah tengil tolol,unknown
dibilang setia itu tuntutan. aneh bgt anjingg kalo emg udh namanya sayang mah bakal setia dgn sendirinya tanpa diminta,marah
aku bukan bermaksud nak biadab tapi ko faham tak bila dalam ramai2 adik beradik dlm rumah ni,unknown
sorry to say,unknown
pak anis for presiden? insyaallah saya dukung,unknown
prettytitit pencitraan lo udah sampai kelangit 7 pemprov lo kekurangan dana pajak lo hilangkan itukan aneh,marah
masih pagi makannya begini. pdhl baru beres sikat gigi. perut jd kembung krn minum air hampr 500ml. klo diingat - ingat kmrin g mkn berat samsek. pagi mkn roti,unknown
keluarga besar aku,unknown
two twts rj ni,unknown
halah tolol,marah
knp ya hati ini sangat marah ketika pak jokowi d fitnah,unknown
lu tuh udah bodoh,unknown
dah mulai mentalbreakdance~ lg kemarin menjauh sbntar krn ga pgn bocil kena vibe negatifku,unknown
uish. kena tarik pt la bang. sem 1 teruk,unknown
iya cakep,marah
gila ya,unknown
kereta milik cm sarawak,marah
ingin kesal,marah
"emang benci bngt si kalo liat"" komen di tiktok",marah
dah tetiba kaitkn malaysia si bodoh libertard ni,marah
wes ngene wae nder serlok saiki,marah
dah dekat 2 tahun jadi kerajaan,marah
ini bukan rp,marah
aq dh 5 kali approach..smua ke reject..sedih siot..siap depress..tu la nk ckp takut nk approach dulu x la tp effect after approach tu yg prob..klau diterima ok..lau x sedih,unknown
hadehh,marah
meme gk jelas. tangganya ki step by step proses gitu harusnya,unknown
jd inget kmrn,marah
woy tolong lah mu klo lgi tolol,marah
makin kesini ya makin yaudahlah ya serah deh mau gmna pokonya kalau udh dibuat kcewa ya lepasin,unknown
tidak peduli,marah
kenapa sih,marah
kek apa ya gasuka sm teman yang ngasih tau tapi kaya sambil marah marah gitu,marah
bayangin aja ryo: ani sihh aced: tau tuh,marah
nggak nunggu lebaran pak,unknown
kalo pasangannya tau,marah
iyaa bestie tp saya ky orang bego kalo online,marah
rawedi di benci,marah
kamu yang tolol + kayak tytyd. ngejawab tapi ga rinci,unknown
dulu pernah install tiktok gr2 pandemic,unknown
berarti gravity probe-b sudah menyerah? oke. fix. kamu ini baperan,unknown
dari subuh udh ga mood,marah
begini nih kalau punya netizen goblok banget! ini bahas bola apa mau bahas tentang apa?! emang lazio gak di roma?! pinter dikit kenapa? apa harus semua di jelaskan sejelas jelasnya?! kalau kagak paham diem,marah
akhh kenapa bang mark ganteng banget bangsat di mv child,marah
pram said ini lgu buat kalian,marah
maklum mereka sdh pada gila semua .. gila cari untung untuk pindah ibu kota gila cari untung dengan uang pasokan aseng gila cari untung dengan akhir masa jabatan lalu sama sama rampok nkri,marah
i biasa i balas dendam,unknown
dia marah yae di ship sama ayato,marah
ihh,marah
pas ketemu,marah
bodo amat anjrit bulan kemaren terakhir gue minjemin lo duit,unknown
kamu sih protes,marah
sek pagi wes emosi,marah
balas dendam,marah
gua bangun-bangun jam 6:45,unknown
emosi juga tgk byk post dr owner yg kematian kucing akibat virus parvo. bkn emosi sebak,marah
yg dari kota sebelah kena penjara 8 bulan denda nya 20 jt gegara kerumunan lah yg ini??..kok bisa ya,marah
halah,unknown
yang komen buruk ini beneran ada masalah sama otaknya kayaknya,marah
punya gasi lo temen yang dateng pas butuh doang,marah
kenapa bisa ada orang terserah terserah sih cape anjg,unknown
ini klo gue isiin kyk gini bisa2 abis di comot ponakan gue trus di bagiin ke temen2 nya,marah
wanita ini pamer ogah beri tip ke pelayan,marah
simpanse memiliki kecerdasan yg mirip dgn manusia - mampu menampilkan berbagai emosi,marah
i ship both tho,marah
nonton pilem,unknown
halah bacot mulu nih si tua tolol,unknown
manusia bodoh,unknown
knp au yg ak baca masi pd on going,marah
kalo aku marah,unknown
goblok bin bodoh. kalau kamu ateis kamu akan memfollow akun2 sains,marah
mantep tri,unknown
itu tukang sate bego amat yaa! | kenapa emang ? | masa bara api dikipasin,marah
nah kalo ini bukan pick me girl lagi,marah
saya gak habis pikir petani kita sudah dibeginikan tapi masih aja mau pilih yang itu lagi dan lagi. dikasih tau malah marah,marah
"cjr bangsat! perusak moral ! masih kecil udh ngajarin cinta""an",marah
kesel bangett apalagi d masukin ke grup ga jelas begini,unknown
kenapa w benci bgt ptm di saat kayak gini,unknown
baru mau sedih kenapa close,marah
iy anjink ngakakk sampe kudu menampar diri sendiri trs kek hidup lo,marah
tlong jgn bikin emosi pagi-pagi,marah
blibet ini basictnya apa koq tiap hr bcra bodoh trs,unknown
short au leejeno udh end,marah
astronomi? iya emg saya ngikutin,unknown
yakan dia adeknya anjir?? gimana sih maksud lu anjir,marah
dulu marah marah,marah
berkoar-koar sajalah yg kek gini sudah di sumpal pakai duit la diem la termasuk yg ngamuk-ngamuk di sebut jin buang anak,marah
tbh pengin marah karena dia yg mendadak pake ikut masuk mobil. cuman yg ditakutin bukan diri sendiri sakit,marah
lebih marah aku,marah
saya boong drmana? saya kan udh ngaku saya pemuja fall guys dr kemaren? saya bukan panteis. kamu lupa? dasar tua bangka najis. udah mabok agama,unknown
gausah ngasih gua aturan diluar kemampuan gua,marah
"aku sudah pernah ""menonton"" kisah seperti ini sebelumnya",marah
emang paling bener pagi pagi gausah buka twitter,marah
dinamik socmed au joongdok gak jauh dari physical attack lahir batin. selamat pagi,marah
mls bgt,marah
tbtb dikirimin kuis tebak mana fotoku dan salah nebak,marah
jangan jadi orang tolol lah anjing,marah
"kadang"" suka bingung ama cewe yg nyari sugar daddy pengennya yang baik",unknown
tau elah tolol banget finishingnya busuk aslii padahal di lapangan nguasain pertandingan,marah
mana katanya ngehargain keberadaan gue? kalo minta aja maunya diturutin,marah
lu tau seberapa gue keselnya? di shop gak ada sama sekali paketnya,marah
si tolol udah tau crush nya ga ngerti bahasa inggris,marah
harusnya bisa lebih bijak,marah
masio jengkel maksimal. tapi tetep. ada ditengah-tengah. ada 2 kaki yg terus berusaha di seimbangkan. you did well sis,unknown
aku sbg yg pernah + juga berusaha utk tidak panik,unknown
wkwkwk emang lo punya agama,marah
jijik. kamu menjadi pembohong untuk menutupi fakta bahwa kamu ini,unknown
kalo main tiktok bikin lu jadi orang tolol,unknown
lakik lo tuh cuma parasit doang,marah
ngimpi koq bikin emosi org .. bikin laper lg.. pokok'e maadyaaaaang.. sugeng enjing,marah
ruhut kader terbaik dlm hal menjilat..bego di pelihara,marah
kasian temen acara ultah,unknown
iyalah ci aku yakin 100% pas aq ribut sama akun aja dia ada dm ngaku2 mantanku trus tujuannya apa coba kalau gk jualan cerita palsu dia,unknown
profesor begini,unknown
jika kita tidak membangun apakah lebih kaya!? kalian khawatir indonesia akan dapat dana yg sangat besar dari timur tengah dll,marah
palu kau kira kuli,marah
rakyat sudah ribut dari kemarin,marah
aku butuh kepastian,marah
tetangga yang gue anggap deket bgt karna baik k3bangetan dan royal bgt,marah
anjing kaget,marah
makanya baca mbak baca. itu disuruh gembira brrti jgn panik. klo panik imun turun. tanya yg ahli,marah
jangan bikin gue panik dan jangan ganggu gue kalo moodnya ga bagus,marah
"sok""an kaget",marah
pejabat kaget itu budaya kumpulan orang 2 bego bermain drama,unknown
udah gue tebak,unknown
pake pura2 kaget segala,marah
tolong adain fitur unsend,marah
semua hobinya kaget,marah
dalem hati padahal panik juga si anying,marah
halah ngaku aja na gak usah malu-malu,marah
siapa tau lewat tl twitter anaknya,unknown
07 februari 2022,marah
tbl tbl takut banget loh,marah
kok bisa bisanya kaget,marah
ah itumah katanya palsu maskernya,marah
3) jangan malu minta foto real,unknown
yg fungsinya ngawasin roda pemerintahan aja baru kaget belakangan. pdhal rakyat udh pd tereak2 kapan hari. dahlah..,marah
yg bawah raja palsu,marah
kalian pernah mimpiin seseorang yg random? dan lgi ga mikirin org itu,unknown
kek gimana ya,unknown
yg membantai guru di perancis itu bukan jaringan teror. hanya karena anak pelaku memfitnah guru tsb telah menggambar nabi,marah
itu rizki orang kenapa dia urus. coba saja,sedih
busyet bujubuneng..,unknown
malu-maluin punya temen kayak lo,marah
malu maluin anjrit sinyal begini,unknown
takut kok sama sky,unknown
gw ptm 50% lagi bangkee,unknown
ngga ngotak emg. adenya positif,marah
mari thn 2024 semua bangsa ini pilih pks,unknown
kalau dari awal nak set senang je,marah
rambut rontok,unknown
kadang jdi anak yg ga dibolehin bawa motor kemana mana tuh ga enak anjirr. contohnya gua,marah
dokter ngmongin pola pikir sama treatmentnya disebelah mana? mati semua? ini gue masih idup. gue ngmong ortu gue bahagia setelah mati,unknown
kamfrett aa,unknown
pagi pagi liat orang bikin pie keliatan enak banget gataunya slime day=ruined,marah
dh mbak ga usah dilanjutin debatnya. cowo cuma mikir enak mah,marah
jadi nanti anaknya tertekan,unknown
salah sih bang gua liat retweet lu pagi2 gini. auto kesel baca twit mutajir. jadinya kan gua memulai weekend yg cerah ini dgn kekesalan. emang bener kata emak,marah
point ke 3 tuh kek apa banget yah,unknown
anjeng gw kan make dn puasa gelar,marah
sering banget update sw,unknown
susah bgt liat orang lain bahagia sih,marah
ga biasanya subuh2 nlpon,unknown
ngapain mikirin buat gitu!!! wasting time bgt dan tak penting,marah
orang mah enak punya tempat curhat *selain tuhan ya maksudnya* lah gua kalo curhat ke sape? guamah ngomong bener bisa disalahin,marah
besok disuruh ikut acara keluarga di puncak,unknown
emang emang yang ngeliat gue dari luar tuh pasti kek asik banget yekan kerjaan enak,unknown
yang ngehoax itu kalian dan media kok nyalahin ridwan kamil lawak banget,unknown
betooll bodoh banget yg suka ngmg: matiin rejeki org krn sinet tamat! sok tau bangett tp ya gitu,marah
"biasanya jga kalo titip2 ke aku toh? knp ke ibu? udh tau ibu suka lupa masih aja nitip ke ibu, biasanya jga nitip ke aku trs di bls ""apa",marah
asuh opung ini.. tolong hargain ya pung,marah
friendlyy banget ofc ke cewe,unknown
sumpah yaa,marah
"eh kok papa kenal? namira liatin bokapnya penasaran. ""ini alex anaknya pak adin yg kecilnya suka kelai itu kan?!"" alex ngangguk",unknown
risih,marah
pas sma ga pernah bawa uang saku karena sekolahan deket banget dari rumah,unknown
"aga emosi pengen datengin ksy terus tanyain ""elo udah punya pacar beneran ga si? emosi banget",unknown
emg org suka gitu.. udh nitip gatau diri setidaknya kyk haii kak.. atau pagi kak,marah
gue pernah nih dapet cerita soal begini dari mulut anak cowo langsung,marah
gue baik banget apa ya sampe orang suka minjem duit,marah
w clingynya suka peluk peluk bkn ini anjing,marah
fi: lucu cara ngomongnya kayak arashi ih. ci: idih fiel jelek banget suka mleyotin orang,unknown
sorry. kesel banget sama orang2 kaya gini. harus berapa kali gue jelasin. capek. lo pada suka anime lah,unknown
aku lumayan kesel sama jawabannya,unknown
tp di dunia yg skrg ini kek nya malah jadi ancaman deh buat para cewe. dan sekali lagi kalo ada cowo di luaran sana yg masih suka cat calling cewe,marah
"suka gak abis pikir klo orang punya pikiran selingkuh/main belakang kek heh anjg pacar lu mati""an jaga lu",unknown
haha,marah
ge tuh heran juga ya,unknown
biasanya yg pink sekarang yg ungu,unknown
negara emang suka gitu ya,unknown
bener banget jaman sma dulu ada lgi temen yg suka gitu,marah
sekiranya ig dipegang sm cowonya,marah
ga suka banget org sembarangan naik ke kasur aku pas keringetan,unknown
aku dulu ada temen sekolah gayanya selangit,unknown
tapi kami suka kpop itu tulus kak. gak ngerasa juga dimanfaatin. karya mereka juga bagus kok. menurut kakak,marah
gemini plin plan banget,marah
kenapa ya orang2 kok suka banget cari2 kesalahannya aespa? iri bilang sahabat. damn,marah
nah. selingkuh tuh penyakit. ga ada kata khilap. lo selingkuh kan dalam keadaan sadar. udh salah masih aja bela diri. please,unknown
gue ga suka banget dichat terus.. ya kalo pembahasan lo bagus dan menarik bakal gue tanggepin,marah
dihh ga sopan bgt,unknown
setuju,marah
pasti guru gue dah ini,marah
tiap sabtu kebangunin anjir grgr dibelakang rumah ada ibu ibu suka senam dan pake speakernya tuh gede banget anjing suaranya kaya bener bener gede banget gila,marah
males banget,unknown
kesel banget sumpah,unknown
hadeeh kadang gue bingung banget yah sama cewe suka update2 kalo dia jadi selingkuhan gini tuh ceritanya merasa cantik banget apa gimana sih? jahat tauu beginii.. udah jahat diumbar2 jahatnya,unknown
pernah,unknown
"alasan utama nya adalah karna sangat"" melokaal (dari yg dia cover lagu cinta luar biasa",marah
nenek ma mak ku nih,unknown
bapak sialan ya gabagus buat contoh,unknown
honestly im not the cheerful type orangnya lebih suka diem,unknown
eh buset gedeg bgt bacanya anak setan lu pada,unknown
jujur gw kesel banget banget sama si anak kecil yang suka ketawa. kek. sumber masalah,unknown
polos banget kamu v ada yang hate kamu malah kamu anggap bercanda,marah
suka banget ya dikasarin,unknown
sumpah benci banget kalo dibalesnya gini. iye sehat-sehat aja sekarang,unknown
lo aja kali yang terbebani aneh,marah
"rame banget mall. kenapa juga semua orang pergi ke mall hari sabtu, minggu aja gitu sekalian. keluh kasper. ada lima belas menit mungkin mereka berputar cari tempat untuk parkir. ini salah satu alasan kenapa kasper kurang suka menyetir dikota",marah
makanya gak suka banget kalo udah ikut campur,unknown
yg suka merusak tatanan,marah
kalo bocah koar koar kasih bukti aja biar diem,marah
tak jamin kasih rumah perumnas ku satu,unknown
amit amit banget gila kek bangga bgt tu orang suka ngentot sana sini,unknown
rumit banget jadi orang ya,marah
sumpah ya tuhan,marah
sch! ini caranya gimana yaa biar temen temen ekstrakurikuler ndak pake kelas sender buat jadi ruang pertemuan. udah ditegur sama wali kelas sender masih bebel banget,unknown
benar banget,unknown
"gue liat ada yg ampe bilang ""lo ngarepin apa dari fandom ini"". kayak",unknown
semenjak bisa belanja online,unknown
bener banget. gue exol dari jaman overdose. pas orang tau gue exol pada bingung gitu,cemas
itu gatau harga akun apa gimana,marah
suka kesel nggak sih,unknown
saat itu juga pengen gua tonjok tapi ditahan jadinya gua dorong aja ampe jatoh dari bangku kalo suka tu bilang,marah
masalah nya yang spread hate nih cowo yaallah gua keseringan ribut sama cowo mulu jaman smp tuh anjrit bolak balik masuk bk soalnya ribut mulu,marah
dia nie ngeselin bngt ke guee suka bngt ngisenginn,unknown
duh tuh anaknya nanti kelakuannya mirip gue banget deh. biar bisa dinasehatin terus tiap hari. daripada dulu suka nyindirin gue berkedok self reminder,marah
saya sering banget ini gini,marah
kanye nih napa suka banget nyenggol yang lagi naik deh,marah
gua emang orangnya suka becanda,unknown
brisik banget,marah
buset! parah banget ya logika ibu ini,unknown
soalnya tiap ketemu yg ngaku suka banget sama muse,unknown
di rl sering banget nemu model cwo begini,unknown
hadeuh kalo inget bulan ini bikin sakit ati banget anjeng,marah
hh benci banget sama akgae,marah
tapi lu selalu ngasih argumen seakan lu doang yg sakit anjing. kalo emang lo ga suka sama gue fine tinggalin gue dari awal,unknown
coba deh,unknown
emang kenapa saya cinta bendera merah putih saya cinta negara indonesia,unknown
dulu untuk jadi ustadz di pesantren,marah
jangan cuma beraninya nge dm doank buktikan dengan ngajak kita ngeroom..jd bisa di buktikan semuanya,unknown
nikmatin -_- saya ada 2 yg asli jarang ada kabar yg 1 lagi malah kadang jadi temen,unknown
sangat,marah
yang sedang saya alami. kemaren saya ada hubungan sama seseorang. 3th aku sama dia. kita udah sama sama dewasa. saya berusaha (finansial). tpi dia malah santai kyk gk mikir gimana caranya. saya sabar,marah
serpihan apa? si anis beruntung mewarisi hasil kerja jokowi ahok jarot,unknown
hebatnya indonesia .. gak cuman pemilunya saja,marah
emosy dah sm cowo yg suka nanya begini,marah
itu orang muka badak,marah
kalo biasa dengerin apa kata pastor,marah
iyaa,unknown
laah yg bicara soal hoax siapa bos? hoax itu tentu aturan hukumnya. disini bahas kelakuan buzzerp yg seluruh berbeda pandangan politik lalu disebut kadrun. kalau soal hoax ya pasti pidana lah,marah
gue yg mutusin emang,unknown
fuck masa lalu,unknown
orang cuma bisa nya ngeliati hidup orang lain saja,marah
dichat dia sampe 20 pesan,marah
lah anjir kalo udah biasa manggil adik mah adik aja kali,marah
bubarkan saja ..ga ono manfaate,marah
